episode,reward
1,-12.182458706861008
2,-31.181716668622602
3,-285.0517255891902
4,2.6485167764521513
5,-13.50695659102448
6,-52.17672987442485
7,-12.247582505774531
8,-3.683970519379275
9,-27.307550492451686
10,10.599661117973241
11,0.9384977482245269
12,3.3937661284277674
13,-16.02656975718934
14,-56.246994709910744
15,-127.03126649929987
16,-78.72043861439022
17,-382.4719196808828
18,-95.68530468241624
19,10.666865857019406
20,-20.33390959561398
