episode,reward
1,101.69025243404738
2,75.34045778690232
3,100.43404989098691
4,22.19075637264451
5,101.84596426628113
6,29.09555686170839
7,22.157411509645495
8,139.2613706692664
9,25.0478813025774
10,119.65049876830507
11,-6.477801984417145
12,91.6122713979906
13,74.36278716498927
14,63.165829717275216
15,102.21559001252672
16,11.464729909800576
17,8.661513259731667
18,83.99497516326416
19,1.903714611349819
20,37.29472560627322
