#{"t_start": 1778245835.3498886, "env_id": "Ant-v5"}
r,l,t
-8.26756,23,122.561824
-73.065728,75,122.613175
5.256936,59,122.662513
-44.530423,56,122.702286
-33.148738,60,122.80354
-0.101943,16,122.812345
-29.382741,79,122.866942
-23.770624,15,122.876479
-23.707354,44,122.903188
29.921273,77,123.098603
-24.51828,22,123.120785
-22.51066,35,123.179984
10.908913,52,123.211285
-43.03551,37,123.234066
-56.445259,68,123.321414
-644.859584,1000,124.840115
-19.294072,51,124.873389
-3.199168,58,124.906921
-18.534935,35,124.929854
-531.928315,1000,125.820463
-530.053843,1000,127.26289
-22.409916,52,127.306433
-591.333838,1000,128.233241
-59.632598,61,128.27168
-63.227659,68,128.322178
-47.64237,115,129.120817
-15.31086,33,129.139755
-26.47332,48,129.181358
-14.680552,61,129.225201
-3.948686,21,129.239313
-2.576417,16,129.248626
-57.485022,58,129.282462
-42.708517,37,129.305009
-60.811477,89,129.383172
-27.705192,72,129.434426
-9.902016,13,129.464363
-9.859028,14,129.484033
-1.082163,15,129.494851
-6.342311,57,129.620573
-533.810523,1000,130.477079
-16.109436,19,130.489495
33.728129,34,130.511345
-9.924637,21,130.535293
-8.710971,68,130.625144
-2.036656,19,130.647574
-58.572881,61,130.756167
-13.345365,39,130.785756
-24.589176,25,130.801729
-525.678911,1000,132.158151
-20.734184,18,132.170391
-9.415297,61,132.209095
3.429921,70,132.251942
7.354665,40,132.276214
-16.526685,30,132.295023
-23.042759,20,132.306619
-92.605683,131,132.39566
-528.897381,1000,133.924569
-102.505669,109,134.104165
-27.8546,34,134.158724
-12.634798,27,134.173534
-67.906142,120,134.264018
-0.235197,24,134.290549
-4.991816,30,134.311434
-54.137107,53,134.346066
-3.697398,31,134.370931
-2.665695,83,134.421511
-4.943356,49,134.462116
2.596762,41,134.48511
-8.109486,10,134.492564
-27.381224,82,134.670127
-105.712408,135,134.860471
-10.249012,69,134.915411
-506.076221,1000,135.955705
-9.697243,13,135.967913
-1.067499,35,135.988563
-8.793773,11,136.58209
-5.846305,11,136.58831
-31.588093,59,136.632905
-11.142831,20,136.644737
-1.06038,50,136.682627
-3.79304,12,136.691215
-7.387721,14,136.69908
-4.901777,22,136.724036
73.220539,92,136.777749
-29.882321,96,136.887088
-2.300224,11,136.914311
-16.784968,18,136.959938
-39.809501,116,137.046276
-0.816304,84,137.184329
-60.556728,61,137.334563
10.631105,22,137.355636
-7.687868,87,137.405299
-26.725301,34,137.423855
-1.101519,15,137.432472
-9.797183,12,137.439128
32.521146,79,137.482872
-13.775885,32,137.512189
14.28283,16,137.521363
-12.143839,19,137.531843
3.658641,42,137.556737
-21.663599,26,137.574077
5.703083,50,137.601925
67.769657,81,137.650247
-33.487699,24,137.67527
-10.84333,20,137.687546
-2.545454,9,137.692772
-5.305477,10,137.69845
15.420582,65,137.737158
-9.960951,29,137.752884
-63.485032,167,137.943843
-48.459033,117,138.013118
-52.799294,93,138.06627
-77.498008,97,138.14665
-25.774875,48,138.17562
-3.169458,10,138.181428
-49.870487,78,138.229634
-14.035238,52,138.269749
-4.698761,33,138.288474
-25.255726,30,138.880471
-11.519158,50,138.922844
-75.55915,89,138.98715
-17.807599,53,139.028768
-31.936438,37,139.049435
-4.935003,30,139.11973
-29.590013,42,139.15812
-26.342576,68,139.315357
-19.021416,38,139.41427
-22.738069,25,139.482738
-8.571459,15,139.523171
-22.64132,19,139.575817
-13.729435,38,139.676506
-27.50292,26,139.742407
-6.520591,18,139.752437
-103.109184,172,139.866647
-32.904229,83,139.914454
33.447544,105,139.988411
-22.383042,23,140.001624
-24.803996,18,140.013472
-6.810425,25,140.027249
-29.89177,36,140.075911
-20.919124,40,140.182088
-9.900092,34,140.251399
-23.036023,24,140.265792
-73.222257,149,140.366518
-35.083204,57,140.423043
-8.148964,41,140.495395
-548.886884,1000,141.722851
-48.783936,25,141.738289
-11.192195,21,141.750023
7.657523,25,141.763692
-50.516687,90,141.819201
-40.490015,27,141.835468
-11.827213,17,141.845168
-127.312829,62,141.905792
10.510973,21,141.960168
-17.253768,53,142.025511
-14.263411,22,142.039304
-120.273775,72,142.079006
-56.540593,36,142.103615
-1.228969,34,142.122922
-3.120207,44,142.161293
-21.724911,20,142.174741
-9.560953,14,142.182477
-46.453745,99,142.239339
-10.270176,19,142.249767
-38.861895,89,142.309178
-11.433819,19,142.346812
-84.33469,157,142.52068
5.088883,134,142.59425
-470.964711,1000,144.30233
-13.878385,18,144.322786
-3.371199,38,144.344398
-12.320042,15,144.352639
-67.134658,108,144.424208
-33.037309,51,144.452384
-2.996641,13,144.459516
-62.930753,89,144.525753
-0.293458,19,144.536385
-51.51108,65,144.571797
-53.079467,120,144.708273
-85.775196,74,144.811171
-30.244686,31,144.828092
-26.874189,41,144.854819
-25.489031,126,144.929525
-54.461178,157,145.101875
-74.981293,77,145.166102
-10.620012,48,145.197809
2.189614,33,145.225904
-52.340254,114,145.464072
-22.37018,24,145.502002
-30.047778,29,145.51788
-19.612445,24,145.531337
-75.507186,123,145.614313
-0.278206,17,145.625583
-4.896766,45,145.651322
-6.362176,50,145.686941
-18.065932,29,145.717036
3.082455,51,145.756248
-11.624374,13,145.764508
-5.704036,69,146.349158
4.198428,16,146.360274
-2.100935,14,146.370165
-21.898045,37,146.399829
-7.144365,15,146.411772
-1.892696,7,146.415712
-11.047551,22,146.427903
9.640453,19,146.442845
-20.168035,46,146.472153
-0.765546,63,146.510549
-20.449279,32,146.528719
12.88564,38,146.549313
6.211813,17,146.567704
-17.501835,61,146.605378
-4.489581,40,146.630889
-10.207405,19,146.641643
-10.616606,8,146.646153
-0.040399,88,146.709627
-25.1695,93,146.769383
-18.609889,18,146.792533
11.536567,21,146.807784
-19.472181,17,146.819829
8.058981,37,146.844944
-56.434162,76,146.889945
-7.724159,81,146.944886
2.554262,23,146.966843
-20.308716,56,147.002665
1.280013,14,147.012384
-29.042419,29,147.048106
1.497063,41,147.071449
-9.9497,22,147.084269
-44.491339,62,147.118465
-569.374577,1000,148.443415
-3.303428,76,148.48554
-20.604402,48,148.512389
2.620179,25,148.529429
-6.400476,95,148.583311
28.558204,50,148.613936
-24.575934,17,148.625443
-11.13649,44,148.653056
-1.795837,15,148.666339
-77.516007,155,148.756813
-2.400589,12,148.764064
-11.315732,15,148.772405
-20.36428,23,148.785228
-23.678646,18,148.797277
2.25696,18,148.838743
-22.342006,55,148.889645
-100.796761,126,149.146569
-172.6007,499,150.083661
-51.130861,64,150.127886
19.044253,71,150.212524
-5.036002,15,150.25658
-4.027815,50,150.378618
-89.365296,120,150.522187
-32.307549,48,150.54953
-8.821809,14,150.557482
-18.125,18,150.567952
-9.803997,12,150.574768
4.163059,24,150.588915
4.477429,21,150.601191
-22.601839,23,150.613802
-22.055723,50,150.643649
-13.886166,28,150.662831
-7.471251,20,150.675312
-24.380524,29,150.692531
-21.170379,42,151.412525
-7.091842,13,151.421346
4.065003,13,151.429196
-63.182155,89,151.566636
18.985364,24,151.62167
11.485518,42,151.772154
-46.808022,40,152.006715
-14.678943,25,152.084233
-33.465349,105,152.349194
-11.1771,24,152.403447
-16.036623,93,152.612423
-33.511034,27,152.679654
-411.656719,1000,154.790797
-10.148971,37,154.869517
3.263533,10,154.898123
-28.000698,35,154.987491
-18.647884,80,155.074885
9.131517,50,155.11875
-3.914258,45,155.218291
-95.731664,112,155.444502
30.782447,50,155.526273
-8.486362,23,155.54845
-33.381564,62,155.596692
-38.576151,34,156.618222
2.367748,13,156.632545
3.878888,18,156.647216
-10.206056,14,156.659871
-22.584423,33,156.706149
-471.702576,1000,157.656958
2.318092,29,157.673524
-2.904276,50,157.71031
-6.150417,16,157.719585
8.196899,76,157.768926
-3.087999,16,157.778644
-23.090962,40,157.804882
-15.407764,28,157.822691
-7.016541,12,157.833692
-46.673239,143,158.026257
-10.000331,17,158.039291
-52.903062,77,158.09163
-5.778359,17,158.103508
-15.115672,28,158.121316
-16.248798,14,158.130082
-24.307215,42,158.157948
-8.325807,81,158.26262
-444.130922,1000,159.714413
-9.649856,66,159.761078
-4.157906,8,159.765649
1.60701,19,159.776123
8.041391,23,159.78881
-29.117756,32,159.811983
10.067559,39,159.833595
14.72581,23,159.847088
-29.029555,67,159.888695
-7.577054,34,159.908167
24.079965,63,159.955896
-7.412226,27,159.992239
-15.071004,15,160.031765
9.816715,34,160.121911
-20.084873,19,160.172587
-2.33133,37,160.264875
-396.051459,1000,161.955932
5.633443,25,161.970074
-3.958125,52,162.001833
-35.157744,50,162.033233
-12.930778,13,162.070142
-10.103845,40,162.170903
45.064163,55,162.203472
9.939347,45,162.228585
5.26027,100,162.289773
25.55585,73,162.35326
0.608231,44,162.396034
-71.513357,123,162.513901
-5.171041,80,162.611748
-36.646383,67,162.670568
-19.178671,44,162.696116
-4.247277,14,162.703813
-1.234219,14,162.712131
-4.450862,78,162.759482
-75.652987,102,162.818275
10.115824,36,162.845598
-20.658306,30,162.875723
-22.133316,18,162.901574
-10.37169,15,162.947598
-2.777055,15,162.996131
-0.618316,22,163.051893
-11.376822,15,163.08675
-19.956491,36,163.177012
-35.806052,78,163.299029
-49.597057,140,163.42478
-52.053366,108,163.508664
1.80536,13,163.516523
15.330498,33,163.535093
43.85888,60,163.579577
-14.525798,108,163.643013
0.639205,23,163.657891
18.543804,30,163.680613
23.910859,55,163.741315
-9.812214,43,164.455635
-23.531103,21,164.469376
-12.420067,70,164.513999
-7.196625,12,164.52286
-11.787595,10,164.529927
-23.815158,45,164.600595
11.052962,87,164.654256
-20.468706,47,164.687052
-19.41809,61,164.727287
-9.167501,43,164.75482
1.854826,27,164.771911
-11.453711,25,164.788425
-16.202212,24,164.803998
-6.210654,17,164.81627
15.394223,43,164.844311
-7.854945,50,164.879037
-19.825816,28,164.897243
-5.930798,40,164.931125
-15.144062,88,165.004695
-25.837853,63,165.126637
-10.974145,13,165.134642
-0.290905,12,165.141612
-2.344782,65,165.179884
-6.02878,24,165.193923
-10.617398,12,165.201213
-61.081022,61,165.236962
-7.884,27,165.254905
-21.49861,73,165.303132
-9.296495,15,165.312525
-29.686035,34,165.337539
-8.755041,34,165.367577
7.166795,58,165.456756
-133.904684,127,165.541232
-6.842207,11,165.549023
12.482982,28,165.56551
10.607298,18,165.576122
7.69822,64,165.639095
-4.923978,14,165.65444
-5.26885,21,165.672476
-1.857323,54,165.727725
-23.947326,67,165.781205
-495.711884,1000,167.430018
-2.336856,12,167.464053
-13.880777,16,167.480454
8.316313,46,167.555706
-459.678251,1000,168.52997
0.616485,16,168.544138
-33.536297,106,168.641194
-14.190791,15,168.677748
0.545273,23,168.690375
-7.506002,36,168.711147
-21.569881,63,168.746653
58.056635,70,168.787874
-103.765714,155,169.651035
2.528222,15,169.662164
7.950428,14,169.675017
-38.595063,77,169.764678
-15.063512,33,169.846611
-14.014218,22,169.906094
-18.147173,21,169.956372
-64.017529,146,170.304787
2.460813,15,170.347358
-26.726885,54,170.43953
-169.526486,156,170.530946
8.608702,17,170.540927
-5.60258,22,170.56255
-16.098656,61,170.599101
5.454601,28,170.617666
-1.623448,19,170.628302
-9.04113,16,170.637639
-5.082675,40,170.665648
3.178388,21,170.679467
-6.00528,21,170.710102
2.982634,13,170.738068
13.18468,25,170.77525
4.290613,65,170.81249
-15.38302,42,170.838492
-7.037228,17,170.850261
-12.785399,17,170.860305
-2.856479,13,170.871428
-14.103235,26,170.89316
-23.76759,87,170.954113
0.142354,14,170.963318
3.925446,43,170.992251
-64.686932,50,171.025541
43.179617,31,171.046836
15.0044,64,171.091527
-11.060024,17,171.100916
-3.37047,28,171.117504
-20.781268,38,171.140472
-15.764583,28,171.158281
-4.78853,28,171.191791
-23.369484,65,171.240036
60.0887,80,171.300681
10.214151,57,171.338493
-18.650523,19,171.35151
2.156341,25,171.367448
-13.056235,15,171.380316
0.727214,15,171.391475
-44.774801,48,171.421757
10.705455,20,171.435601
-2.235291,21,171.448344
3.641704,23,171.488868
-14.892425,19,171.53604
13.559826,27,171.564764
-30.331422,40,171.590355
-61.080294,53,172.522343
-9.673193,27,172.553188
-16.439367,46,172.645141
-18.516049,47,172.76178
6.339112,50,172.892875
4.720531,80,173.083601
-15.968865,62,173.121325
-9.625982,36,173.148317
-20.579487,47,173.250923
-14.158118,33,173.284377
-79.667422,47,173.407355
-19.765393,45,173.580775
-6.124697,20,173.637552
-84.478129,59,173.729212
-7.384782,50,173.856774
1.948,62,174.011597
-6.888883,11,174.040897
-74.777067,95,174.142643
52.226126,65,174.202647
-10.379834,17,174.245435
-28.482654,46,174.358776
-16.308768,41,174.467786
2.934732,25,174.526004
-31.352558,39,174.5516
2.621482,14,174.560482
8.129711,55,174.607312
-4.766745,125,174.722077
-4.145335,32,174.761273
-4.918443,13,174.783402
-9.336016,13,174.79247
11.874916,26,174.824678
-9.750451,11,174.839364
-4.447452,17,174.851613
-5.829733,12,174.860934
-3.920222,25,174.880281
-34.796478,30,174.901224
2.415847,22,174.916895
-41.389073,61,174.957245
-90.86091,127,175.069071
-52.062567,98,175.184441
-4.138466,14,175.192457
-11.021072,11,175.202782
6.995719,29,175.270062
-2.682118,21,175.282306
14.174474,44,175.308836
0.262949,29,175.327032
-11.072878,109,175.408526
-58.281168,56,176.125586
5.363463,22,176.139039
48.094937,57,176.176118
-28.323337,96,176.23624
15.367207,55,176.270937
-7.725679,15,176.279631
29.825313,39,176.301985
-2.309832,16,176.313834
-5.204845,15,176.322502
-41.949737,117,176.399564
-53.249005,306,177.003758
5.08162,25,177.06554
-9.287364,29,177.141702
-79.927944,74,177.329344
-23.560815,37,177.393913
-383.311855,1000,178.638427
-6.9807,11,178.64814
-5.163364,24,178.670669
-1.526619,10,178.679383
-28.167996,24,178.704093
-37.839501,31,179.489639
-50.768106,88,179.614699
-22.505951,26,179.674654
-1.658771,26,179.711346
-11.871876,14,179.726668
-10.35533,31,179.771113
-32.81727,30,179.847494
-4.750702,81,180.054251
-3.049482,17,180.095303
-4.687442,19,180.14579
-34.53623,47,180.269687
-10.261725,11,180.29928
22.833034,32,180.385984
-18.546025,16,180.428415
22.318339,47,180.550225
-2.44201,20,180.604776
1.067009,33,180.677164
-5.892497,27,180.737846
-20.821732,50,180.787108
-31.778722,85,180.97464
-12.162079,18,181.021522
-24.659236,30,181.101661
-5.632647,14,181.138549
-17.335357,14,181.177724
3.018669,15,181.217328
-4.914215,18,181.26496
-18.793025,35,181.360956
45.181665,52,181.480135
-67.110739,91,181.704832
-75.062506,80,181.762458
-45.160977,77,181.809162
-12.313445,18,181.821528
-52.479971,65,181.940716
-32.559204,39,181.970353
-13.956965,35,182.022
-25.332173,20,182.074673
18.715744,26,182.142637
15.296657,31,182.193782
-439.079583,1000,184.725186
-44.432744,112,185.011706
-4.362126,16,185.054026
-5.900554,17,185.094181
-8.466118,59,185.169833
-10.073991,60,185.207017
11.75763,31,185.230105
2.981837,25,185.244907
-37.396068,78,185.416771
-20.737364,53,185.559162
-9.856144,80,185.684818
-4.915122,30,185.705934
19.018461,43,185.731208
-1.695644,10,185.736904
-0.507666,16,185.745924
-53.20484,107,185.939027
-14.099357,33,185.959477
-10.652594,23,185.972712
-2.810247,14,185.981009
-1.880405,13,185.989034
2.588261,16,185.998836
-14.054902,24,186.013716
-29.718324,64,186.131678
4.107871,13,186.167292
3.463954,41,186.250096
0.333332,17,186.261257
-3.934526,41,186.288324
-2.450522,37,186.384789
-1.925332,30,186.447055
-26.695731,46,186.539536
-22.199952,32,186.595159
16.110828,38,186.676939
-102.755389,93,186.74318
17.673871,80,186.811819
-333.913025,1000,189.01367
-55.702401,53,189.086619
-19.49518,20,189.14042
-29.273209,35,189.231225
-13.60035,40,189.338978
-21.251542,39,189.442217
-3.380202,51,189.560668
11.294839,18,189.609114
-8.957222,17,189.660915
7.075185,28,189.719313
-8.766441,14,189.727922
-0.554611,13,189.735558
10.515329,30,189.763228
-67.769324,98,189.842595
2.953867,20,189.896373
-352.761581,1000,192.210289
4.807112,40,192.243133
0.310412,14,192.265696
-25.235931,30,192.316994
-68.90042,182,192.571807
-32.713056,44,192.689608
2.908421,24,192.753944
-23.0156,80,192.971833
-5.733771,16,193.019664
-7.088895,14,193.030943
-14.927805,23,193.052031
-5.414598,15,193.06397
-10.433497,14,193.080686
-13.846104,21,193.096162
-47.246175,48,193.126533
-48.206844,135,193.214009
-33.559791,33,193.236752
-10.276735,48,193.313919
6.658523,15,193.330749
-399.157539,1000,194.294381
24.712464,82,194.347138
31.296462,59,194.392073
-17.641058,55,195.155312
-2.521174,25,195.173832
-47.589572,110,195.26298
-6.896568,80,195.319596
-4.781569,14,195.347359
42.035557,36,195.44396
-12.253941,28,195.52058
6.668656,15,195.560801
-22.292535,18,195.608514
3.191719,17,195.650596
21.678697,85,195.87997
-7.831219,69,196.061133
-9.198542,41,196.167283
-16.525382,30,196.244611
-2.662006,22,196.280069
-5.959682,117,196.367721
-21.808363,25,196.386629
-20.904031,33,196.406997
-45.578047,86,196.473722
-17.045408,40,196.501902
-4.061544,8,196.507938
-12.247651,32,196.535398
-22.709118,32,196.619679
-338.846543,1000,198.210628
-48.518736,87,198.868035
3.15375,64,198.910446
3.795054,35,198.933314
-6.298405,15,198.941467
-310.58504,1000,199.787922
10.561163,56,199.926526
8.930398,25,199.940835
46.201528,51,199.973228
-14.872907,14,199.982924
4.082625,31,200.002764
-10.348761,37,200.029171
9.368008,49,200.061043
-7.966022,70,200.103391
-5.492391,61,200.143855
17.937035,51,200.178408
23.759314,25,200.197124
-6.837693,17,200.206645
-26.507656,116,200.289186
-371.45242,1000,201.866982
4.298868,19,201.878658
-258.188489,1000,202.639139
-2.239978,16,202.655499
9.474878,47,202.69128
-22.006734,39,202.712616
14.423939,46,202.746882
17.54078,21,202.763124
-3.2672,82,202.812233
5.120721,15,202.824627
4.833744,17,202.838873
-277.108689,1000,204.541103
-353.191436,1000,205.60414
8.264513,33,205.690281
13.705524,41,205.712876
6.857734,28,206.344596
-21.587926,76,206.396718
-310.320955,1000,207.140812
14.235103,37,207.165587
-12.506078,16,207.174602
-7.657283,13,207.185814
-13.747716,54,207.221773
5.204965,26,207.237087
-12.310785,16,207.246436
28.722852,92,207.319315
16.420933,86,207.37497
-14.072748,66,207.42123
-16.84074,15,207.429973
4.088941,29,207.445867
-3.243815,14,207.45731
14.9508,27,207.472371
3.628802,16,207.486131
8.892888,24,207.500016
-0.922252,13,207.50747
23.855965,54,207.542528
-10.490965,13,207.553113
-14.531829,23,207.56692
-28.49787,34,207.588825
-40.855025,46,207.619728
-29.086161,31,207.64152
19.951795,32,207.664878
-1.028115,14,207.672564
5.544412,18,207.688569
-0.206533,55,207.724543
-16.370753,16,207.733669
3.190338,15,207.74191
21.524073,70,208.487843
-215.311532,1000,209.2901
-50.052533,110,209.37742
-19.234457,59,209.419634
9.929255,30,209.436813
-40.548621,96,209.500083
-2.407301,45,209.53024
33.395111,46,209.561068
-3.637168,24,209.600079
-1.136654,30,209.622123
-12.861502,21,209.634347
19.562073,25,209.653222
-31.249796,41,209.67814
-7.802266,38,209.704753
43.037361,87,209.761817
-3.742748,59,209.799186
-5.873453,22,209.822159
-34.399427,73,209.906699
-27.430376,28,209.926626
-1.251663,33,209.945262
-17.891981,74,210.124438
-8.287604,22,210.182384
1.033555,25,210.247132
1.618031,17,210.292312
3.820034,19,210.319857
22.473249,35,210.955578
1.323521,40,210.984462
-39.666773,75,211.042759
1.054661,23,211.06068
-5.852985,22,211.073294
-10.492973,27,211.092938
77.219458,193,211.520424
9.103122,37,211.617082
-18.142895,68,211.798291
10.373479,34,211.884732
-25.121512,30,211.961254
4.064781,42,212.06439
-4.111359,52,212.154417
-3.720829,26,212.172997
10.932638,24,212.200475
-11.188478,13,212.234276
26.212078,112,212.377922
-3.746755,19,212.420755
-109.708792,125,212.767212
-2.961118,63,212.95615
-16.752172,41,213.073527
2.796441,18,213.121445
-37.865964,66,213.184314
-5.686271,15,213.193665
0.519499,8,213.199616
1.265748,50,213.235025
-0.532545,80,213.325415
-2.838375,16,213.334467
8.089079,54,213.377757
45.653815,96,213.442402
3.764391,58,213.477533
14.724734,23,213.495142
18.373098,17,213.505037
-193.235151,1000,214.852205
-3.743349,13,214.860988
-156.302046,1000,215.829897
30.454165,247,216.10596
12.255244,17,216.11963
-0.481481,22,216.132882
-17.05506,48,216.166575
3.106934,38,216.192719
2.598479,15,216.201123
-16.842915,43,216.230417
-2.312026,12,216.237063
