timestep,command,reward
438,forward,2.786442
439,forward,4.113310
440,stand,0.935344
441,stand,0.299746
442,stand,1.889242
443,stand,3.454975
444,stand,3.023970
445,stand,2.722203
446,stand,3.979413
447,stand,3.798118
448,stand,3.176777
449,stand,3.539456
450,stand,3.440746
451,stand,3.443207
452,stand,3.529147
453,stand,3.462094
454,stand,3.444393
455,stand,3.480413
456,stand,3.516569
457,stand,3.417941
458,stand,3.432359
459,stand,3.492389
460,stand,3.442045
461,stand,3.411937
462,stand,3.453533
463,stand,3.408562
464,stand,3.400901
465,stand,3.414117
466,stand,3.417780
467,stand,3.425565
468,stand,3.395099
469,stand,3.458735
470,left,4.464314
471,left,5.020853
472,left,3.956077
473,left,2.243597
474,left,0.135612
475,left,4.840838
476,left,4.133743
477,left,4.725104
478,left,4.419233
479,left,3.289151
480,left,-0.617007
481,left,3.377137
482,left,4.863186
483,left,4.682369
484,left,4.660674
485,left,4.639643
486,left,4.315964
487,left,4.143904
488,left,4.859200
489,left,4.632690
490,left,4.769577
491,left,4.514417
492,left,4.629984
493,left,5.017817
494,left,5.057838
495,left,1.692517
496,left,2.621505
497,left,4.463628
498,left,0.830975
499,left,-1.073182
500,forward,0.116732
501,forward,1.845865
502,forward,3.202310
503,forward,2.713915
504,forward,0.331932
505,forward,2.006472
506,forward,2.240614
507,forward,3.794221
508,forward,4.584336
509,forward,2.256332
510,forward,3.020393
511,forward,3.554357
512,forward,4.418735
513,forward,4.243438
514,forward,1.134982
515,forward,2.374332
516,forward,2.512847
517,forward,2.171169
518,forward,2.645340
519,forward,1.873430
520,forward,-1.626165
521,forward,1.529309
522,forward,2.823470
523,forward,3.978460
524,forward,3.452841
525,forward,1.144317
526,forward,1.240699
527,forward,2.136150
528,forward,2.112692
529,forward,2.727866
530,forward,4.168390
531,forward,3.389234
532,forward,1.958810
533,forward,1.329339
534,forward,2.087275
535,forward,1.789432
536,forward,1.691769
537,forward,3.796727
538,forward,4.508640
539,forward,2.951011
540,forward,3.733480
541,forward,3.652453
542,forward,2.970721
543,forward,2.554528
544,forward,1.211540
545,forward,0.461606
546,forward,0.590289
547,forward,0.565948
548,forward,1.446684
549,forward,3.604887
550,right,-0.660970
551,right,5.163654
552,right,2.893133
553,right,2.433191
554,right,3.877062
555,right,4.748793
556,right,5.093185
557,right,4.930431
558,right,5.267968
559,right,4.895124
560,right,2.201981
